properties.subDivision,Longitude,Latitude
WV,-80.003041,39.348017
IA,-91.031123,41.451508
MO,-94.475643,37.140786
OH,-81.572734,40.881961
IL,-87.89548,42.340259
SC,-80.705551,32.44022
OH,-82.216971,41.284558
MI,-85.521024,42.323329
AR,-94.423032,35.337729
MI,-83.963997,42.006157
GA,-81.168351,31.98131
MI,-86.268313,42.390416
OH,-81.418438,40.781363
IL,-87.898475,42.345041
OH,-81.435735,40.795463
IL,-87.881804,42.348228
NC,-79.061166,35.910773
NC,-79.23599,34.97779
IL,-88.610491,42.248866
IL,-88.004078,42.339101
OH,-81.381656,40.7637
LA,-90.529517,30.726952
OH,-81.260497,40.675718
AR,-94.223873,34.586199
OH,-82.119156,41.246041
IA,-90.228279,41.816608
IL,-88.163721,42.323592
GA,-81.383211,31.779697
GA,-81.098525,32.026115
IL,-87.830399,42.364108
MI,-84.248451,42.099999
GA,-81.121158,32.002431
MI,-85.214737,42.298625
MO,-94.51423,37.060119
LA,-92.711786,32.241369
MI,-86.24741,42.4065
GA,-81.064985,32.047615
VA,-79.122384,37.436067
IL,-89.255566,42.125846
SC,-80.726269,32.37887
AR,-94.559548,36.175843
MO,-94.358484,37.836834
IL,-87.881872,42.370008
OH,-81.484587,40.861554
GA,-81.100441,32.006927
OH,-81.863568,41.114084
MI,-84.982789,42.272223
OH,-81.393423,40.799557
IL,-88.273719,42.325822
IA,-90.186426,41.852053
MO,-94.533469,37.055515
SC,-80.170657,33.025299
MO,-94.530721,37.084993
IA,-90.782528,41.61357
IL,-88.834575,42.233931
IL,-87.904095,42.377897
MI,-85.659275,42.376702
NC,-79.019116,35.940678
OH,-81.372263,40.798319
IL,-87.939638,42.377928
OH,-81.424432,40.8373
OH,-81.091522,40.582409
SC,-80.153434,33.034805
IL,-88.043135,42.367058
IL,-87.85483,42.388076
MI,-85.082535,42.302512
MI,-85.125391,42.309894
IL,-88.435271,42.313096
OH,-81.729324,41.048042
IL,-88.840569,42.23986
MO,-94.552221,37.005445
MI,-83.668023,41.95917
LA,-92.129247,31.682954
FL,-84.370565,30.194321
SC,-80.142254,33.03891
MI,-84.552244,42.205225
SC,-80.823695,32.241385
NC,-78.984867,36.376844
LA,-90.108126,30.500319
OH,-81.435107,40.856819
IL,-87.959565,42.386051
GA,-81.081451,31.989314
SC,-79.369038,34.418638
NC,-78.978733,36.405233
LA,-89.750081,30.359293
IL,-88.284252,42.346793
SC,-80.647518,32.41299
OH,-82.35112,41.424315
OH,-81.388836,40.833107
IL,-88.064791,42.379974
IL,-88.266938,42.354431
MI,-83.981589,42.072256
OH,-81.565394,40.962365
MI,-83.394516,41.884338
MI,-84.757063,42.262386
OH,-81.320638,40.789657
MI,-85.240356,42.346929
IL,-89.073438,42.209292
GA,-81.006124,32.043208
LA,-90.086172,30.47618
OH,-81.863081,41.157545
MI,-85.454388,42.379425
MI,-85.155619,42.339241
OH,-81.434887,40.880226
OK,-94.522811,35.405646
OH,-82.06398,41.286639
OH,-81.639717,41.026302
SC,-79.991445,33.201194
IL,-88.853458,42.269034
OH,-81.801145,41.135705
SC,-80.165652,32.952286
OH,-81.608115,41.012411
OH,-81.329029,40.818162
IL,-89.072801,42.22562
MI,-83.404945,41.906784
IA,-91.98284,41.006894
IL,-88.02775,42.407133
IL,-89.031001,42.237665
IL,-87.826335,42.429313
NC,-78.958464,35.970215
SC,-80.155007,32.950257
NC,-78.952361,36.021584
IL,-88.184402,42.394061
OH,-81.406796,40.891072
LA,-93.461986,32.992713
LA,-90.07876,30.443258
IL,-87.937395,42.429592
OH,-81.326638,40.837894
IL,-88.071543,42.415139
NC,-78.941368,36.001206
NC,-79.173732,34.811155
GA,-80.978343,32.015985
IL,-88.97932,42.267564
MI,-84.415859,42.226937
OH,-81.36319,40.873172
FL,-83.408872,30.46895
GA,-81.392879,31.651582
NC,-79.046332,35.261683
OH,-81.553752,41.010811
IL,-89.025482,42.263095
LA,-89.768994,30.311706
SC,-80.09159,32.999385
WV,-79.679968,39.096569
LA,-90.13788,30.45106
IL,-89.000384,42.269804
MO,-93.953325,39.006781
LA,-90.041647,30.412093
SC,-80.063793,33.035736
OK,-94.629442,35.808875
SC,-80.064213,33.03373
IL,-89.054141,42.259664
IL,-89.087389,42.252412
LA,-89.720314,30.291801
NC,-79.20279,34.684384
MI,-83.365288,41.924881
LA,-90.18385,30.467335
OH,-82.210144,41.411896
NC,-78.936518,35.911425
NC,-78.926033,36.029709
VA,-79.048432,37.586997
VA,-78.920804,36.738015
IL,-87.825738,42.458295
MI,-85.662895,42.449411
MI,-83.404922,41.942574
OH,-81.466023,40.961568
MI,-84.436994,42.24718
OH,-81.492451,40.983677
NC,-78.923954,35.948628
OH,-82.110006,41.367987
LA,-91.001341,30.846111
NC,-78.910301,36.076339
IL,-89.080054,42.267295
VA,-78.901253,36.687563
NC,-78.904075,36.051428
LA,-89.753683,30.284304
MI,-84.352787,42.24013
OH,-82.077454,41.36475
OH,-82.165433,41.413408
LA,-89.748978,30.278423
OH,-81.840861,41.228346
OH,-81.260039,40.838492
MO,-93.880205,39.185776
NC,-78.899492,35.998498
MO,-94.351536,38.256624
LA,-89.825356,30.30247
SC,-79.366834,34.183609
MI,-84.422858,42.262908
OH,-80.686774,40.370811
MI,-84.452233,42.272442
OH,-81.570962,41.064934
IA,-90.556014,41.826159
IL,-88.245141,42.436493
NC,-78.889662,36.016672
SC,-80.10831,32.913832
LA,-90.090295,30.395189
NC,-79.056389,35.029109
MI,-84.359962,42.257328
OH,-81.097477,40.731873
NC,-78.895298,35.901162
OH,-82.184834,41.440908
OH,-82.107713,41.399099
SC,-80.038984,32.998862
NC,-78.901914,35.81925
OH,-81.581367,41.084147
SC,-80.759722,32.155789
SC,-80.700964,32.21429
IL,-89.115469,42.287966
OH,-81.492869,41.029162
IL,-88.9804,42.318269
WV,-79.984343,39.63043
WV,-80.001513,39.657857
IL,-88.094099,42.471287
OH,-81.638749,41.136425
OH,-81.802854,41.23971
NC,-78.869171,35.993145
LA,-90.062318,30.364354
IL,-89.033474,42.316211
SC,-80.043269,32.963457
OH,-81.518777,41.062011
LA,-89.787697,30.259008
MI,-85.836278,42.517569
LA,-89.761658,30.247523
IA,-91.693544,41.296957
MI,-84.412994,42.292086
OH,-80.637699,40.36928
IL,-89.058442,42.317491
LA,-93.275208,32.621932
IL,-89.075037,42.315362
NC,-79.016136,35.061282
IL,-88.613018,42.409119
MI,-83.677002,42.095345
NC,-78.967017,35.256165
WV,-80.596482,40.338626
IL,-89.243077,42.280262
SC,-80.050364,32.934703
OH,-81.568793,41.108227
OH,-81.514207,41.07304
PA,-80.169968,39.895985
MI,-84.311298,42.276758
WV,-79.96426,39.650034
OH,-82.156161,41.464538
OH,-81.529845,41.090289
OH,-82.018039,41.390815
OH,-82.077965,41.425217
SC,-80.035524,32.939062
LA,-90.483306,30.518669
OH,-81.345184,40.967297
NC,-79.006875,35.037222
NC,-78.850242,35.877574
OH,-81.499643,41.077661
OH,-81.428758,41.031895
NC,-78.970788,35.161082
FL,-83.3583,30.399529
LA,-90.415109,30.48244
SC,-80.003031,32.968878
WV,-79.923281,39.622293
NC,-78.836847,35.948017
WI,-87.946805,42.522376
NC,-79.012892,34.981415
PA,-80.147017,39.899653
NC,-78.983203,35.088988
WV,-79.942274,39.653961
IL,-88.306494,42.480561
OH,-81.978008,41.384985
NC,-78.844908,35.818893
OH,-81.454996,41.061232
KS,-94.736392,37.008079
LA,-92.652356,31.925521
OH,-81.834641,41.308865
OK,-94.77282,36.593777
LA,-90.496449,30.503951
OH,-81.554446,41.134821
LA,-90.45732,30.484942
MO,-93.553425,39.774252
NC,-78.842788,35.714836
NC,-78.840618,35.716026
OK,-94.785774,36.425741
NC,-78.966195,35.070651
IL,-89.032475,42.366218
NC,-78.829803,35.789182
SC,-80.019266,32.903968
SC,-80.081358,32.82164
WI,-87.825703,42.55688
SC,-79.442793,33.810806
MI,-83.767563,42.172192
FL,-85.305504,29.816115
KS,-94.704479,37.396811
OH,-81.395036,41.050612
WV,-79.90087,39.649967
OK,-94.625145,35.066032
NC,-78.821615,35.744508
OH,-81.46595,41.102449
OH,-81.507729,41.131108
VA,-79.064781,38.123844
OH,-82.059124,41.465961
WI,-87.858351,42.565352
KS,-94.704263,37.437856
NC,-78.831152,35.636222
OH,-81.477213,41.118591
NC,-78.940804,35.078578
NC,-78.965279,34.98524
NC,-78.947803,35.043145
OH,-81.827854,41.34264
OH,-81.629179,41.221127
WI,-87.887317,42.57068
OH,-81.439106,41.100604
OH,-80.614477,40.450998
MO,-93.967879,39.270966
NC,-79.111664,34.503888
OH,-81.155091,40.901441
SC,-80.01298,32.869081
OH,-81.866821,41.372551
IL,-90.133374,42.090214
WI,-87.955448,42.568067
NC,-78.782189,35.910457
MO,-94.128184,39.014092
WV,-80.550331,40.399927
NC,-78.777677,35.912336
VA,-79.042318,38.133392
LA,-90.45361,30.438135
OH,-81.924893,41.41548
NC,-78.916183,35.095816
SC,-80.042876,32.812641
VA,-78.83319,37.361791
NC,-78.795713,35.704203
MO,-94.261673,38.790021
WI,-87.856818,42.588678
NC,-78.927157,35.027916
NC,-78.782849,35.762257
NC,-79.048477,34.623038
LA,-90.578978,30.482131
OH,-81.827133,41.372478
NC,-78.984467,34.809256
NC,-78.769241,35.829769
WI,-88.118026,42.567657
OH,-81.722771,41.31448
MO,-94.355374,38.636283
OH,-81.475782,41.162668
OH,-81.803207,41.368435
OH,-82.020088,41.492542
OH,-81.43968,41.139664
SC,-79.982275,32.859154
AR,-94.116154,33.659338
NC,-78.76474,35.776461
NC,-78.915493,35.003821
WI,-87.876357,42.603957
PA,-80.270972,40.165395
SC,-80.030717,32.790252
IL,-89.015834,42.428289
MI,-84.023994,42.298737
OH,-81.095699,40.901246
GA,-81.447341,31.393684
VA,-78.991482,38.081827
OH,-81.953911,41.463791
SC,-80.080698,32.720753
IL,-89.632136,42.27979
OH,-81.758504,41.351181
NC,-78.869834,35.15794
NC,-78.88007,35.112757
OH,-81.483864,41.180749
NC,-78.723219,36.146698
WV,-79.690426,39.471845
MI,-83.680946,42.208542
NC,-79.00993,34.643405
SC,-79.991972,32.820033
NC,-78.803756,35.418642
MO,-94.366379,38.662598
NC,-79.001081,34.664099
AR,-94.331546,34.045103
NC,-78.771722,35.593669
PA,-80.264644,40.181765
VA,-78.876682,37.753812
WI,-87.84659,42.623514
MI,-83.740092,42.233278
NC,-78.740696,35.790036
NC,-78.727485,35.909259
MI,-83.765572,42.242077
OH,-81.347732,41.104838
NC,-78.743312,35.759106
SC,-79.552869,33.448602
OH,-81.869367,41.439224
KS,-94.831173,37.167418
VA,-79.001997,38.195224
MO,-94.19869,39.019146
OH,-81.653684,41.314579
OH,-81.799744,41.403654
OH,-81.405046,41.155919
OH,-81.768163,41.385994
TX,-94.043591,33.464466
IL,-89.645017,42.302022
NC,-78.865366,35.05269
IL,-89.026787,42.45584
KS,-94.705898,37.813215
OH,-81.903938,41.47052
OK,-94.804345,35.449299
VA,-78.944803,38.057748
NC,-78.711939,35.863398
OK,-94.878113,36.888327
MI,-83.679314,42.234779
MI,-83.878571,42.294945
OH,-81.736206,41.379772
MI,-83.285881,42.10709
AR,-94.037144,33.430554
OH,-81.358213,41.142417
OH,-81.860199,41.459167
MI,-85.543568,42.630306
PA,-80.222025,40.185441
MI,-83.236282,42.094879
MI,-83.618729,42.224957
OH,-81.441079,41.202162
IA,-91.3474,41.662413
TX,-94.068323,33.466502
MI,-83.839226,42.293945
IA,-92.425787,41.00505
MI,-84.657794,42.494048
MI,-83.777718,42.276642
OH,-81.687325,41.362053
MI,-84.439897,42.452031
NC,-78.741461,35.506514
MI,-83.693816,42.256683
NC,-78.694328,35.816087
OH,-81.793331,41.433301
WI,-88.411478,42.591143
MI,-83.665504,42.251545
TX,-94.062023,33.43461
IL,-88.989123,42.489926
NC,-78.681467,35.900313
WI,-88.429896,42.590651
MI,-83.542725,42.213932
PA,-80.393553,40.380948
SC,-79.954744,32.787084
SC,-79.974656,32.759384
OH,-81.758967,41.419002
OH,-80.641264,40.613582
NC,-78.688022,35.785297
NC,-78.679611,35.840145
TX,-94.082543,33.453062
SC,-79.205741,33.999374
OH,-81.801926,41.451523
MI,-83.599434,42.240902
NC,-78.855315,34.929256
NC,-78.698542,35.665123
NC,-78.675723,35.836049
MO,-94.272883,38.988237
OH,-81.449036,41.239747
OH,-81.730639,41.415995
VA,-78.902275,38.073183
IA,-92.411752,41.049729
WI,-89.035639,42.496523
PA,-80.21048,40.223689
MI,-85.656964,42.674566
OH,-81.734882,41.426374
OH,-81.697932,41.405316
OH,-81.241642,41.110802
MO,-94.276599,39.008768
NC,-78.817448,35.006179
MI,-83.248604,42.139004
WI,-87.836239,42.687811
NC,-78.662504,35.790579
MO,-94.271066,39.028114
MO,-94.338875,38.903563
MI,-83.485542,42.223904
LA,-91.370334,30.785584
MI,-84.829421,42.566861
OH,-81.517858,41.305887
OH,-81.811733,41.48505
NC,-78.646359,35.879929
MI,-83.186554,42.126472
WI,-88.982694,42.525543
TX,-94.098166,33.418053
MO,-94.377743,38.852151
OH,-81.724975,41.440218
MI,-83.707802,42.303082
MI,-85.303987,42.649101
NC,-78.649157,35.788241
MI,-83.210083,42.140526
OH,-81.760977,41.464942
LA,-91.148763,30.647312
OH,-81.640412,41.393983
WI,-87.826356,42.703697
WI,-88.050556,42.68055
WI,-87.853472,42.702012
GA,-81.498363,31.232811
GA,-81.519247,31.216552
WI,-89.063455,42.517168
NC,-78.649547,35.724763
MI,-83.266113,42.166412
MI,-84.175507,42.439809
IA,-91.50895,41.643516
OH,-80.775049,40.78785
OH,-81.712856,41.447257
NC,-78.637982,35.772413
MO,-94.360936,38.91797
OH,-81.769348,41.482624
WV,-80.563522,40.613129
IA,-92.86882,40.742158
VA,-78.968979,38.3876
OH,-81.528729,41.341304
NC,-78.621198,35.867493
MI,-83.357057,42.208109
MO,-94.305959,39.033113
NC,-78.624798,35.819152
OH,-81.247993,41.158241
OH,-81.702393,41.451012
LA,-90.956733,30.527921
WI,-89.01114,42.54301
MI,-86.073412,42.746758
WI,-87.862552,42.719796
SC,-79.854959,32.812666
NC,-78.583593,36.299121
MI,-83.299942,42.197037
LA,-90.863874,30.474119
IA,-91.539565,41.650111
IA,-91.565039,41.637052
OH,-81.354015,41.242161
NC,-78.611515,35.838777
MI,-86.117137,42.755534
OH,-81.597216,41.399799
FL,-83.5818,30.097647
OH,-81.733696,41.482754
PA,-80.172296,40.263549
WI,-87.799332,42.732113
NC,-78.601398,35.906328
NC,-78.608148,35.837152
WI,-88.274012,42.679347
MI,-83.385193,42.233105
OK,-94.977686,35.889424
WI,-88.626901,42.627057
OH,-81.704819,41.469532
OH,-81.447557,41.311866
MI,-83.487991,42.272385
MI,-83.34802,42.225649
WI,-87.950672,42.723872
MI,-83.260262,42.197144
OH,-81.608131,41.41906
MO,-93.596406,40.074794
VA,-78.923498,38.356643
GA,-81.48627,31.1942
MO,-94.399098,38.925216
GA,-81.568137,31.133803
IA,-90.679053,42.068482
OH,-80.577168,40.673792
SC,-79.786022,32.86451
NC,-78.591118,35.820499
OH,-81.5103,41.367693
LA,-91.05445,30.547396
NC,-78.604464,35.68577
FL,-82.964755,30.328793
VA,-78.554541,36.626427
NC,-78.5801,35.870226
NC,-78.58066,35.844135
MI,-83.326973,42.237766
MO,-94.35653,39.032138
MI,-83.184685,42.187725
OH,-80.833841,40.901315
WI,-87.799467,42.756584
OH,-81.646571,41.462616
OH,-81.572029,41.417506
MI,-83.347023,42.246231
MO,-94.474088,38.812471
GA,-82.005906,30.828994
MI,-83.204666,42.198738
MI,-83.435394,42.27914
LA,-90.954673,30.482249
PA,-80.001926,40.130093
NC,-78.577288,35.799103
TX,-94.204348,33.463761
NC,-78.559624,35.9421
NC,-78.578263,35.767507
IA,-91.566566,41.677971
NC,-78.565021,35.869752
MI,-83.225807,42.212498
MI,-86.079004,42.790853
NC,-78.58276,35.692591
LA,-89.958336,30.043728
MO,-94.365434,39.047545
MI,-84.739775,42.623834
MI,-83.270233,42.232105
PA,-80.123986,40.277908
NC,-78.556862,35.855431
MI,-84.445479,42.568262
NC,-78.560127,35.800835
LA,-91.133876,30.5584
MO,-94.447874,38.912672
GA,-81.479696,31.157587
OH,-81.622652,41.4727
LA,-91.169817,30.576185
MI,-83.150742,42.198521
OH,-81.665398,41.499584
MI,-83.229309,42.228413
NC,-78.537763,35.9789
MI,-83.384442,42.282002
MI,-86.113534,42.804237
LA,-89.975712,30.038452
OH,-81.527678,41.421318
MO,-94.506855,38.812905
PA,-79.865486,40.011865
LA,-90.954826,30.456882
OH,-81.564323,41.446529
VA,-78.894202,38.420445
NC,-78.626961,35.317272
WI,-88.542233,42.69215
MI,-83.482132,42.322559
OH,-81.35231,41.316841
MI,-83.932457,42.457306
WI,-87.809663,42.787031
MI,-83.181763,42.222561
MD,-79.404822,39.411014
MO,-94.380074,39.072479
LA,-93.613687,32.55649
IL,-89.999261,42.3577
MI,-83.387581,42.295963
OH,-81.604733,41.480986
NC,-78.566201,35.606552
MI,-84.458884,42.590539
MI,-85.992854,42.809986
NC,-78.546995,35.72376
PA,-79.75294,39.902759
OH,-81.630056,41.503125
OH,-81.652481,41.516754
LA,-92.061388,31.10386
IA,-91.609526,41.69544
OH,-81.385837,41.3527
OH,-81.497566,41.423869
PA,-79.734874,39.883933
PA,-80.239349,40.440902
MI,-83.245888,42.256657
NC,-78.555247,35.607781
LA,-92.413852,31.362043
VA,-78.869686,38.418977
MO,-94.415592,39.043186
MI,-86.094991,42.827178
PA,-79.741024,39.906987
NC,-78.498409,36.038862
NC,-78.506091,35.944897
MI,-83.418823,42.324303
MO,-94.382548,39.117415
WI,-88.19821,42.766165
MI,-83.270073,42.279049
NC,-78.55507,35.516682
MI,-83.194778,42.253712
MI,-83.204346,42.258072
NC,-78.595699,35.293122
LA,-91.03574,30.46179
LA,-91.082556,30.485058
MO,-94.413462,39.077795
MO,-94.442625,39.026476
MI,-85.728372,42.811796
VA,-78.857749,38.443189
WV,-79.115501,38.993946
LA,-92.407305,31.333614
MO,-94.267904,39.331832
OH,-81.177761,41.242331
MI,-83.75618,42.441994
MI,-83.375038,42.324188
MI,-83.172768,42.254272
OH,-81.17604,41.244503
PA,-80.11461,40.353721
MO,-94.441097,39.04582
GA,-81.392181,31.160287
LA,-91.466207,30.687673
MI,-85.507634,42.795304
MI,-83.285141,42.297031
OH,-81.22476,41.281014
LA,-91.008101,30.43614
MI,-83.462486,42.359341
VA,-78.840476,38.428438
FL,-82.805511,30.317937
LA,-91.177262,30.5201
PA,-80.246324,40.496115
LA,-91.150806,30.504744
MI,-83.306778,42.311256
LA,-91.121706,30.488163
MO,-94.478914,38.997127
WI,-89.030075,42.650133
OH,-81.61616,41.538932
MI,-83.384247,42.339432
LA,-90.036387,30.00419
MO,-94.532275,38.899357
PA,-79.896053,40.13735
OH,-80.694533,40.899695
MO,-94.498926,38.966776
NC,-78.488574,35.798852
OH,-81.484391,41.461957
OH,-81.587852,41.525505
MI,-83.331482,42.32489
MI,-84.591772,42.663052
MO,-94.523723,38.924784
LA,-91.073084,30.45597
MI,-84.529087,42.651977
OH,-81.536804,41.499092
LA,-91.090857,30.462558
MI,-83.188835,42.281277
MO,-94.446573,39.079828
NC,-78.443367,36.334437
SC,-79.065487,33.847451
PA,-80.176392,40.447246
NC,-78.466904,35.916993
MO,-94.436517,39.102465
MI,-83.509514,42.391506
MI,-83.415993,42.361485
NC,-78.542917,35.377822
LA,-93.671934,32.53417
IA,-91.607013,41.753469
PA,-80.173152,40.449186
MI,-83.13541,42.267941
NC,-78.436255,36.333011
MI,-85.860505,42.852858
OH,-81.340103,41.389851
MI,-83.650757,42.442783
LA,-91.057704,30.43247
LA,-91.015608,30.408907
MI,-85.67689,42.841323
PA,-79.925433,40.202971
OK,-95.147877,36.623188
PA,-80.050782,40.338068
KS,-94.691943,38.620248
LA,-90.05784,29.98955
PA,-79.861664,40.134136
LA,-91.105312,30.452514
PA,-80.155585,40.448301
PA,-80.093111,40.3863
MI,-83.350334,42.353867
MI,-85.13052,42.778074
LA,-89.959127,29.950421
OK,-95.154177,36.638308
PA,-80.219606,40.516946
LA,-89.92232,29.934721
LA,-93.710872,32.555692
LA,-89.978048,29.953618
WI,-88.391173,42.791554
LA,-91.078847,30.430262
OH,-81.575886,41.552813
MI,-83.272377,42.334595
MO,-94.503621,39.031325
OH,-81.517962,41.51941
LA,-90.070866,29.983598
NC,-78.470474,35.65036
WI,-89.052117,42.679691
LA,-90.125984,30.00118
LA,-90.159532,30.013547
PA,-80.022367,40.331891
SC,-79.288391,33.374524
LA,-91.065606,30.41707
PA,-79.843432,40.137239
MI,-84.54853,42.686458
WI,-89.376236,42.609672
MI,-85.7238,42.86165
LA,-93.700035,32.527286
LA,-90.049622,29.969472
MI,-85.625582,42.853594
LA,-91.135674,30.45049
MI,-83.435234,42.396557
MI,-84.515586,42.682444
PA,-80.255992,40.570474
PA,-80.317707,40.634363
MI,-83.1884,42.318966
OH,-80.539175,40.831962
PA,-79.765121,40.062959
LA,-92.519456,31.344644
MI,-84.566711,42.700217
LA,-91.090436,30.417951
MI,-83.332458,42.37188
LA,-90.172083,30.005257
PA,-80.037877,40.368621
MO,-94.584124,38.921547
LA,-93.677057,32.478663
WI,-89.006395,42.704061
MI,-83.761089,42.507147
MI,-83.434525,42.410137
MI,-83.120926,42.303288
MI,-84.742177,42.740213
MO,-94.607369,38.886104
LA,-93.716166,32.518692
MD,-79.328147,39.501648
OH,-80.977819,41.189202
LA,-90.088206,29.966839
WI,-87.932878,42.872913
MI,-84.433373,42.68227
LA,-90.200764,30.006868
LA,-92.478091,31.296223
LA,-90.007726,29.933596
MI,-84.641703,42.727149
MI,-83.295776,42.371326
MI,-85.738159,42.884165
MO,-94.519988,39.069168
WI,-88.989082,42.717687
MI,-83.172371,42.330181
NC,-78.868213,34.139901
LA,-90.069183,29.953576
NC,-78.382138,36.319093
LA,-91.008344,30.360007
OH,-81.100402,41.286587
LA,-93.704421,32.489099
LA,-90.250551,30.020078
PA,-80.163059,40.517893
MI,-85.687174,42.883714
OH,-80.660503,40.959019
MI,-83.275002,42.36927
OH,-80.743486,41.025315
OH,-81.455373,41.520552
MI,-84.677686,42.740447
LA,-91.065759,30.384059
LA,-92.447771,31.262111
MO,-94.433457,39.236915
WI,-87.911497,42.884607
LA,-90.111819,29.963281
LA,-91.183174,30.44309
MI,-83.105934,42.315891
OH,-81.496414,41.552032
MI,-85.623409,42.883138
MI,-84.656633,42.741514
LA,-90.022574,29.926198
LA,-90.151404,29.97378
MI,-83.217283,42.357365
LA,-91.107784,30.399023
MO,-94.503605,39.129649
OH,-81.52565,41.573032
LA,-90.238737,30.006016
LA,-91.14212,30.416443
MI,-83.335129,42.398914
SC,-79.020735,33.778011
MO,-94.519726,39.104929
LA,-90.178985,29.980995
MO,-94.607291,38.942395
MI,-85.78592,42.903533
PA,-80.026418,40.398794
MI,-85.828501,42.907523
VA,-78.475039,37.541959
PA,-80.053412,40.427424
LA,-92.481295,31.275895
TX,-94.180868,33.116352
MI,-83.129562,42.331451
LA,-90.445388,30.085689
MI,-85.665721,42.893765
SC,-78.879168,34.068612
MO,-94.575242,39.010975
MI,-83.787033,42.543163
PA,-80.095718,40.473952
MO,-94.595348,38.97634
PA,-80.319984,40.689194
MO,-94.370716,39.368577
LA,-90.266953,30.009293
MI,-84.604604,42.740715
MI,-83.156944,42.345676
MI,-83.435364,42.440289
PA,-79.9839,40.364627
WI,-87.865267,42.903619
LA,-90.095297,29.941577
LA,-90.977572,30.321257
LA,-93.771254,32.53692
LA,-90.156317,29.962518
PA,-80.301461,40.680562
TX,-94.408431,33.472033
LA,-91.096292,30.379075
PA,-79.945348,40.331689
LA,-90.203019,29.977816
MO,-94.571267,39.041936
KS,-94.639159,38.913476
MI,-83.375725,42.428192
LA,-90.070152,29.925146
LA,-91.244944,30.451643
LA,-90.046356,29.914609
MO,-94.462519,39.243844
MI,-85.732527,42.914288
MI,-84.197873,42.663052
MI,-83.198121,42.372248
MO,-94.607678,38.985949
LA,-91.177274,30.412756
MO,-94.451056,39.267838
LA,-90.091101,29.928793
MI,-83.277437,42.400659
MO,-94.551121,39.095454
MI,-85.6963,42.91389
LA,-90.183709,29.961844
NC,-78.379312,35.792306
OK,-95.10949,35.254179
PA,-79.945316,40.347947
KS,-94.679227,38.855103
LA,-91.408481,30.534307
MI,-84.285534,42.689263
PA,-80.229814,40.633333
KS,-94.630009,38.957178
MI,-85.655956,42.913342
MI,-83.878708,42.589066
LA,-93.7216,32.451367
MI,-84.470181,42.731273
MI,-83.99173,42.619492
MI,-84.425064,42.722293
LA,-90.057232,29.910151
LA,-93.842704,32.601016
MO,-94.499097,39.200516
LA,-90.029817,29.899907
LA,-90.24379,29.980175
OH,-80.635156,40.988419
MI,-84.506085,42.740466
WI,-89.653421,42.603876
MI,-83.959404,42.614258
NC,-78.42388,35.445823
MI,-83.609935,42.516305
LA,-93.752596,32.482301
MI,-85.597801,42.911865
MI,-83.536789,42.494816
PA,-80.372978,40.772803
LA,-91.161289,30.391675
MI,-83.040367,42.329212
PA,-79.990845,40.410177
OH,-81.479156,41.585033
LA,-93.714017,32.430256
LA,-93.081152,31.753958
LA,-91.179073,30.398811
VA,-78.393518,37.298601
OH,-80.764939,41.099909
MI,-84.071983,42.648689
MO,-94.584981,39.066975
MI,-83.139336,42.368423
MO,-94.590256,39.05897
LA,-90.497144,30.073315
MI,-84.543351,42.757011
WI,-88.007497,42.915579
OH,-80.664116,41.024967
WI,-88.338079,42.875679
MI,-84.601241,42.769418
MI,-85.542039,42.913347
MI,-83.179489,42.385387
PA,-80.062165,40.492163
KS,-94.670142,38.913816
WI,-87.861549,42.932281
MI,-84.738457,42.797256
WI,-88.150871,42.901849
MI,-83.221764,42.401741
LA,-90.217034,29.956277
PA,-80.019001,40.450829
OH,-80.731905,41.083051
LA,-91.108931,30.354279
KS,-94.686985,38.884981
LA,-90.023096,29.881872
MO,-94.535856,39.172803
MI,-83.255989,42.416267
LA,-90.059691,29.894572
KS,-94.667075,38.929648
LA,-93.746514,32.453547
PA,-80.003619,40.441242
WI,-87.929039,42.930967
MI,-85.694556,42.935777
MI,-83.311302,42.438656
MI,-83.061505,42.352063
PA,-79.998524,40.440346
MO,-94.557002,39.146268
PA,-79.999117,40.442359
KS,-94.611578,39.050611
OH,-81.344467,41.521633
MI,-83.394892,42.469641
MI,-83.470921,42.495114
MI,-83.046471,42.351326
NC,-78.608045,34.624535
LA,-89.996859,29.862558
SC,-78.967452,33.759286
NC,-78.708418,34.343302
SC,-79.033842,33.630582
MI,-85.666804,42.940308
OH,-80.769325,41.128617
PA,-80.319712,40.757638
WI,-87.948628,42.938071
OK,-94.738987,34.021861
MI,-83.080879,42.367924
OH,-80.631924,41.024658
KS,-94.671914,38.957066
LA,-90.915247,30.239212
OK,-95.239758,35.784993
NC,-78.712443,34.308417
PA,-79.986283,40.449329
WI,-88.218066,42.913558
SC,-79.128619,33.438571
MI,-83.356476,42.468674
WV,-78.96494,39.076447
MI,-83.200356,42.416332
WI,-88.749592,42.834554
MI,-83.160263,42.402744
KS,-94.857264,38.570779
LA,-90.113473,29.894555
WI,-88.047668,42.935566
LA,-90.986101,30.267796
KS,-94.639317,39.036038
MI,-85.918471,42.973099
MI,-83.122047,42.393543
MO,-94.548064,39.207438
LA,-90.364055,29.9867
NC,-78.300938,36.089111
MI,-83.259987,42.442883
KS,-94.668106,38.989149
MI,-83.515938,42.526321
LA,-93.7983,32.475076
LA,-90.146608,29.899965
KS,-94.723115,38.88503
MI,-83.418396,42.497089
PA,-79.591577,40.024168
LA,-90.098119,29.879618
